City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,kerikeri,-35.2268,173.9474,14.39,90,16,1.48,NZ,1707240518
366,antofagasta,-23.65,-70.4,26.6,67,3,3.8,CL,1707240361
367,mezhdurechenskiy,59.6,65.9333,0.17,97,100,4.09,RU,1707240519
368,basoko,1.2391,23.616,29.33,42,45,0.59,CD,1707240520
369,coyhaique,-45.5752,-72.0662,18.34,55,100,2.57,CL,1707240521
370,an nuhud,12.7,28.4333,21.18,16,19,5.98,SD,1707240521
371,banda aceh,5.5577,95.3222,25.61,87,99,5.1,ID,1707240521
372,petropavlovsk-kamchatsky,53.0452,158.6483,-9.67,84,75,2.24,RU,1707240522
373,yeppoon,-23.1333,150.7333,25.88,81,13,5.58,AU,1707240522
374,fort mcmurray,56.7268,-111.381,-14.23,72,100,3.6,CA,1707240523
375,saurimo,-9.6608,20.3916,19.13,92,96,1.38,AO,1707240523
376,hengchun,22.0042,120.7439,21.78,82,21,5.44,TW,1707240524
377,vilyuchinsk,52.9306,158.4028,-8.85,89,95,3.11,RU,1707240439
378,etzatlan,20.7667,-104.0833,24.5,11,0,1.88,MX,1707240524
379,odugattur,12.7667,78.9,20.73,80,0,0.99,IN,1707240525
380,craig,40.5153,-107.5464,2.79,69,20,3.6,US,1707240525
381,la ronge,55.1001,-105.2842,-19.86,71,75,4.12,CA,1707240526
382,kijang,35.2442,129.2139,1.85,80,99,2.59,KR,1707240526
383,chinchilla,-26.75,150.6333,25.57,87,69,5.52,AU,1707240526
384,mieres,43.25,-5.7667,13.79,74,7,1.28,ES,1707240527
385,mili,6.0815,171.735,27.71,77,98,7.94,MH,1707240527
386,terme,41.2092,36.9739,5.96,82,71,1.26,TR,1707240528
387,yarmouth,41.7057,-70.2286,2.08,85,100,8.94,US,1707240528
388,fort-shevchenko,44.5086,50.263,2.5,74,64,12.11,KZ,1707240528
389,gorontalo,0.5412,123.0595,23.89,95,100,1.79,ID,1707240529
390,piacabucu,-10.4056,-36.4344,30.69,59,77,5.17,BR,1707240529
391,kuanda,56.3161,116.0806,-20.83,99,100,0.16,RU,1707240530
392,soe,-9.8607,124.284,19.31,94,65,1.22,ID,1707240530
393,turpan,42.9333,89.1667,0.78,49,2,0.21,CN,1707240531
394,jalai nur,49.45,117.7,-26.95,99,20,1.32,CN,1707240531
395,coahuayana de hidalgo,18.7,-103.6583,28.81,54,0,1.54,MX,1707240531
396,uyuni,-20.4597,-66.825,14.19,46,99,4.51,BO,1707240532
397,mahdia,35.5047,11.0622,17.97,39,32,5.16,TN,1707240532
398,marsa alam,25.0757,34.8918,18.99,59,0,7.26,EG,1707240533
399,ugoofaaru,5.6667,73.0,27.76,75,98,7.46,MV,1707240533
400,sinop,41.7711,34.8709,7.07,77,16,5.08,TR,1707240534
401,fortuna,40.5982,-124.1573,8.85,98,75,0.0,US,1707240246
402,nar'yan-mar,67.6713,53.087,-31.05,100,63,1.34,RU,1707240534
403,shashemene,7.2,38.6,21.16,44,14,0.99,ET,1707240535
404,karratha,-20.7377,116.8463,27.04,70,33,2.98,AU,1707240535
405,okhotsk,59.3833,143.3,-21.32,80,100,4.92,RU,1707240300
406,alice springs,-23.7,133.8833,23.75,62,40,6.69,AU,1707240379
407,bafoulabe,13.8065,-10.8321,38.19,6,0,3.9,ML,1707240536
408,sampit,-2.5333,112.95,24.6,89,100,1.13,ID,1707240537
409,gaoual,11.75,-13.2,41.1,7,0,2.63,GN,1707240537
410,cole harbour,44.6724,-63.4751,2.2,84,100,6.71,CA,1707240538
411,kuta,-8.7233,115.1723,26.97,88,75,3.6,ID,1707240538
412,djibo,14.1022,-1.6306,30.35,9,67,7.01,BF,1707240539
413,east london,-33.0153,27.9116,25.52,73,0,6.69,ZA,1707240539
414,afaahiti,-17.75,-149.2833,27.93,90,100,1.34,PF,1707240540
415,bamako,12.65,-8.0,34.23,6,0,4.12,ML,1707240540
416,bhum,18.4667,75.6667,27.08,32,0,3.96,IN,1707240541
417,nouadhibou,20.931,-17.0347,30.99,7,6,2.06,MR,1707240541
418,kismayo,-0.3582,42.5454,27.27,85,45,6.07,SO,1707240541
419,fiambala,-27.6871,-67.6149,29.92,30,35,3.98,AR,1707240542
420,kaohsiung,22.6163,120.3133,19.97,82,40,2.57,TW,1707240253
421,mananjary,-21.2167,48.3333,24.48,91,100,2.78,MG,1707240543
422,alofi,-19.0595,-169.9187,22.94,94,19,1.54,NU,1707240544
423,champerico,14.3,-91.9167,31.3,65,0,4.25,GT,1707240544
424,padang,-0.9492,100.3543,27.03,88,100,1.14,ID,1707240545
425,urambo,-5.0667,32.05,21.61,79,99,0.62,TZ,1707240545
426,rio gallegos,-51.6226,-69.2181,17.03,42,0,3.09,AR,1707240546
427,vilyuysk,63.7553,121.6247,-28.33,100,98,1.34,RU,1707240510
428,paragominas,-2.9667,-47.4833,33.06,52,54,1.76,BR,1707240547
429,malango,-2.9627,119.9001,20.1,96,100,1.27,ID,1707240547
430,gao,16.6362,1.637,26.9,8,79,5.63,ML,1707240423
431,ola,59.5833,151.2833,-27.7,81,99,4.23,RU,1707240547
432,tidjikja,18.5564,-11.4271,30.29,6,0,7.48,MR,1707240548
433,pratapgarh,24.0333,74.7833,18.7,53,43,3.41,IN,1707240549
434,yatou,37.15,122.3833,-3.96,71,17,6.15,CN,1707240550
435,bay roberts,47.5999,-53.2648,1.48,96,100,7.6,CA,1707240550
436,val-d'or,48.1002,-77.7828,-0.95,69,75,4.63,CA,1707240551
437,nema,57.5067,50.5011,-2.14,98,100,1.97,RU,1707240552
438,nizhniy odes,63.6445,54.856,-24.24,100,100,1.4,RU,1707240552
439,qandala,11.472,49.8728,25.24,82,41,2.05,SO,1707240552
440,kirovskiy,45.0917,133.5136,-22.83,100,69,1.41,RU,1707240553
441,sumenep,-7.0167,113.8667,23.45,92,100,4.06,ID,1707240553
442,burao,9.5221,45.5336,22.33,59,4,5.63,SO,1707240554
443,naze,28.3667,129.4833,13.51,80,100,4.57,JP,1707240555
444,carmichael,38.6171,-121.3283,11.52,94,100,3.6,US,1707240414
445,fallon,39.4735,-118.7774,3.29,94,100,1.54,US,1707240560
446,palikir - national government center,6.9248,158.1611,26.41,83,40,2.57,FM,1707240561
447,savelugu,9.6244,-0.8253,35.92,9,45,4.25,GH,1707240562
448,sechura,-5.5569,-80.8222,29.07,61,72,3.13,PE,1707240562
449,yerofey pavlovich,53.9667,121.9667,-15.21,97,100,1.24,RU,1707240563
450,kuqa,41.7278,82.9364,-3.11,72,64,1.77,CN,1707240563
451,ortona,42.3496,14.4039,13.55,82,96,0.64,IT,1707240564
452,eyl,7.9803,49.8164,25.34,74,17,6.95,SO,1707240564
453,tutoia,-2.7619,-42.2744,30.87,65,38,7.47,BR,1707240564
454,candido de abreu,-24.5669,-51.3333,32.51,41,100,2.03,BR,1707240565
455,flin flon,54.7682,-101.865,-15.09,78,100,3.6,CA,1707240565
456,zaozersk,69.4005,32.4476,-16.62,95,96,4.62,RU,1707240566
457,camayenne,9.535,-13.6878,31.05,62,0,5.14,GN,1707240566
458,tezu,27.9167,96.1667,13.66,78,89,1.27,IN,1707240567
459,manuguru,17.981,80.7547,25.87,54,6,2.68,IN,1707240567
460,daejeon,36.3333,127.4167,0.97,92,100,1.77,KR,1707240568
461,swakopmund,-22.6833,14.5333,20.51,81,88,6.72,NA,1707240568
462,omis,43.4447,16.6886,12.32,92,99,2.87,HR,1707240569
463,faro,37.0194,-7.9322,17.32,82,0,5.66,PT,1707240569
464,sao paulo de olivenca,-3.3783,-68.8725,23.66,99,100,1.78,BR,1707240570
465,alma,48.5501,-71.6491,-10.5,91,84,0.9,CA,1707240570
466,kavaratti,10.5669,72.642,28.19,72,0,2.67,IN,1707240484
467,sorong,-0.8833,131.25,25.85,83,100,3.8,ID,1707240571
468,miri,4.4148,114.0089,25.08,100,20,1.54,MY,1707240571
469,dampit,-8.2116,112.7493,21.77,97,100,0.96,ID,1707240572
470,bodo,67.28,14.405,-6.79,74,40,7.2,NO,1707240572
471,tucurui,-3.7661,-49.6725,32.5,57,39,2.27,BR,1707240388
472,trail,49.0998,-117.7022,4.27,98,99,0.51,CA,1707240372
473,qaisumah,28.3112,46.1273,15.48,28,0,3.3,SA,1707240573
474,sesheke,-17.4759,24.2968,27.73,49,99,2.71,ZM,1707240575
475,wick,58.4333,-3.0833,3.03,70,20,9.26,GB,1707240330
476,knoxville,35.9606,-83.9207,13.7,41,0,4.63,US,1707240271
477,leo,11.1,-2.1,33.75,9,69,5.36,BF,1707240576
478,verkhnyaya sinyachikha,57.976,61.6673,0.1,95,100,2.92,RU,1707240576
479,zouerate,22.7187,-12.4521,27.24,6,60,6.43,MR,1707240577
480,leninskoye,41.7589,69.3864,4.36,60,100,3.91,KZ,1707240577
481,alice,27.7523,-98.0697,18.69,48,0,3.09,US,1707240578
482,ocean city,39.2776,-74.5746,6.1,59,27,4.92,US,1707240578
483,fale old settlement,-9.3852,-171.2468,27.98,83,100,14.41,TK,1707240578
484,saint-leu,-21.15,55.2833,25.46,72,61,0.37,RE,1707240579
485,khanty-mansiysk,61.0042,69.0019,-0.94,100,40,4.02,RU,1707240579
486,dhidhdhoo,6.8833,73.1,27.83,73,34,3.36,MV,1707240580
487,villa luvianos,18.9167,-100.4,24.22,15,0,1.74,MX,1707240580
488,douentza,14.9951,-2.9517,31.4,6,0,5.95,ML,1707240581
489,usinsk,65.9939,57.5281,-19.4,99,100,1.34,RU,1707240581
490,aleksin,54.51,37.08,-3.54,97,100,2.57,RU,1707240582
491,pithora,21.2667,82.5167,23.19,41,0,2.56,IN,1707240582
492,santa terezinha,-29.9002,-50.0904,25.83,79,96,5.05,BR,1707240583
493,luwuk,-0.9516,122.7875,25.47,78,98,1.97,ID,1707240583
494,casper,42.8666,-106.3131,11.33,51,0,5.66,US,1707240301
495,san juan bautista,-14.0108,-75.7358,31.13,43,7,3.07,PE,1707240584
496,vikhorevka,56.1201,101.1636,-10.23,100,94,1.09,RU,1707240584
497,dubbo,-32.25,148.6167,19.07,77,40,6.69,AU,1707240585
498,celestun,20.8667,-90.4,21.6,62,79,5.78,MX,1707240585
499,pacific grove,36.6177,-121.9166,11.9,89,40,0.45,US,1707240586
500,el abiodh sidi cheikh,32.893,0.5484,14.87,24,9,3.53,DZ,1707240586
501,dapa,9.7594,126.0531,25.85,82,100,2.36,PH,1707240586
502,korsakov,46.6328,142.7813,-26.09,93,14,2.34,RU,1707240587
503,brookings,44.3114,-96.7984,3.0,93,100,5.66,US,1707240582
504,konarka,19.9,86.1167,24.22,86,0,4.87,IN,1707240588
505,rabo de peixe,37.8,-25.5833,17.77,99,75,7.72,PT,1707240588
506,estevan,49.1334,-102.9842,-0.81,93,100,2.57,CA,1707240546
507,puerto gaitan,4.3133,-72.0816,31.48,54,87,3.33,CO,1707240589
508,lagoa,39.05,-27.9833,16.92,90,100,5.79,PT,1707240589
509,yashikira,9.7667,3.4,32.47,11,18,3.51,NG,1707240590
510,atafu village,-8.5421,-172.5159,28.57,79,100,11.91,TK,1707240591
511,kuala belait,4.5833,114.1833,25.09,87,100,2.99,BN,1707240591
512,nuuk,64.1835,-51.7216,-8.66,73,40,1.54,GL,1707240592
513,linxia chengguanzhen,35.6003,103.2064,-5.25,94,100,0.85,CN,1707240592
514,dawukou,39.0419,106.3958,-6.14,62,36,1.21,CN,1707240593
515,ambon,-3.6954,128.1814,28.08,15,40,4.12,ID,1707240593
516,zhangjiakou,40.81,114.8794,-12.42,85,9,2.74,CN,1707240593
517,sao tome,0.3365,6.7273,30.02,74,40,5.14,ST,1707240594
518,teshi old town,5.5836,-0.1072,31.31,37,11,3.6,GH,1707240594
519,pereslavl'-zalesskiy,56.7393,38.8563,-13.28,98,100,1.38,RU,1707240595
520,itapecuru mirim,-3.3925,-44.3586,35.08,42,59,2.31,BR,1707240595
521,reguiba,33.5639,6.7033,18.03,34,0,2.06,DZ,1707240596
522,boguchany,58.3814,97.4531,-12.86,99,99,1.79,RU,1707240596
523,alice town,25.7167,-79.3,17.94,78,61,12.58,BS,1707240596
524,howard springs,-12.497,131.047,27.95,95,69,3.27,AU,1707240597
525,tamanrasset,22.785,5.5228,19.95,10,0,3.09,DZ,1707240597
526,sandnessjoen,66.0217,12.6316,-5.88,79,40,5.66,NO,1707240598
527,saudarkrokur,65.7461,-19.6394,-2.21,93,100,11.88,IS,1707240598
528,tromso,69.6496,18.957,-6.99,86,75,5.14,NO,1707240599
529,belyy yar,53.6039,91.3903,-15.06,92,39,1.0,RU,1707240599
530,gustavia,17.8962,-62.8498,29.77,80,10,1.79,BL,1707240412
531,kidatu,-7.6992,36.9572,24.66,93,85,0.52,TZ,1707240600
532,kish,26.5578,54.0194,20.15,52,0,9.26,IR,1707240601
533,nadym,65.5333,72.5167,-18.32,99,86,3.23,RU,1707240601
534,palasa,18.7667,84.4167,22.95,84,1,3.19,IN,1707240602
535,letlhakane,-21.4167,25.5833,30.29,31,41,2.99,BW,1707240603
536,quiberon,47.4841,-3.1196,12.89,91,21,3.13,FR,1707240385
537,adam,22.3756,57.5233,20.48,34,99,2.98,OM,1707240605
538,waingapu,-9.6567,120.2641,25.79,84,41,2.47,ID,1707240605
539,xam nua,20.4197,104.0439,14.53,57,3,1.16,LA,1707240606
540,pacasmayo,-7.4006,-79.5714,27.65,65,29,6.14,PE,1707240606
541,egirdir,37.8746,30.8504,9.6,47,11,1.76,TR,1707240607
542,uturoa,-16.7333,-151.4333,27.87,85,100,7.87,PF,1707240607
543,bandarbeyla,9.4942,50.8122,25.26,75,3,6.3,SO,1707240608
544,las palmas,28.4204,-14.0131,19.44,56,0,5.14,ES,1707240587
545,tukuyu,-9.25,33.65,17.46,93,100,2.41,TZ,1707240609
546,tolga,34.7222,5.3785,18.45,27,100,3.38,DZ,1707240610
547,talavera de la reina,39.9635,-4.8308,11.32,87,81,3.19,ES,1707240610
548,andergrove,-21.0833,149.1833,26.65,81,33,3.51,AU,1707240611
549,biograd na moru,43.9433,15.4519,13.2,87,100,3.12,HR,1707240612
550,vila do maio,15.1333,-23.2167,30.44,62,0,4.17,CV,1707240613
551,eregli,37.5133,34.0467,8.86,50,2,3.57,TR,1707240613
552,isyangulovo,52.1909,52.1909,-1.3,98,100,2.96,RU,1707240614
553,dunedin,-45.8742,170.5036,16.0,99,100,0.89,NZ,1707240427
554,tarawa,1.419,172.984,29.05,84,40,2.06,KI,1707240615
555,mabaruma,8.2,-59.7833,34.93,45,59,4.39,GY,1707240616
556,avanigadda,16.0215,80.9181,23.86,87,0,2.43,IN,1707240617
557,klaksvik,62.2266,-6.589,-3.49,61,98,8.54,FO,1707240618
558,moranbah,-22.0016,148.0466,25.91,71,95,4.45,AU,1707240619
